Probability of fire spreading | Average percent burned | Number of Iterations
0.000000	0.000000	2.000000
0.010000	0.000007	2.045600
0.020000	0.000012	2.074400
0.030000	0.000022	2.135600
0.040000	0.000028	2.174000
0.050000	0.000040	2.232400
0.060000	0.000047	2.270800
0.070000	0.000055	2.316800
0.080000	0.000067	2.382400
0.090000	0.000080	2.450800
0.100000	0.000087	2.484400
0.110000	0.000105	2.563600
0.120000	0.000109	2.586000
0.130000	0.000135	2.712400
0.140000	0.000145	2.746400
0.150000	0.000170	2.875200
0.160000	0.000187	2.940400
0.170000	0.000217	3.066400
0.180000	0.000238	3.135600
0.190000	0.000262	3.229200
0.200000	0.000307	3.413600
0.210000	0.000332	3.489600
0.220000	0.000349	3.553200
0.230000	0.000391	3.700800
0.240000	0.000441	3.845200
0.250000	0.000498	4.032800
0.260000	0.000578	4.320000
0.270000	0.000635	4.480000
0.280000	0.000716	4.709600
0.290000	0.000792	4.952400
0.300000	0.000907	5.284800
0.310000	0.001061	5.620000
0.320000	0.001202	5.935200
0.330000	0.001347	6.278400
0.340000	0.001670	6.944000
0.350000	0.001920	7.493200
0.360000	0.002305	8.178800
0.370000	0.002616	8.706000
0.380000	0.003152	9.675200
0.390000	0.003906	10.778000
0.400000	0.004989	12.272400
0.410000	0.006269	13.754800
0.420000	0.008577	16.352800
0.430000	0.011411	19.586400
0.440000	0.015780	23.225200
0.450000	0.023812	28.748400
0.460000	0.038837	37.850400
0.470000	0.066421	52.153600
0.480000	0.105341	65.470800
0.490000	0.178280	87.217200
0.500000	0.277369	107.298000
0.510000	0.403900	126.066000
0.520000	0.521939	130.552000
0.530000	0.631502	130.242800
0.540000	0.699211	121.086400
0.550000	0.756519	114.471200
0.560000	0.788225	107.037200
0.570000	0.822566	101.666400
0.580000	0.846689	97.914800
0.590000	0.873481	95.231200
0.600000	0.884051	91.988000
0.610000	0.898903	90.084800
0.620000	0.913184	88.847200
0.630000	0.922220	87.116400
0.640000	0.937818	86.679200
0.650000	0.948219	86.010000
0.660000	0.953835	85.165600
0.670000	0.960796	84.627600
0.680000	0.969022	84.349200
0.690000	0.967337	83.326400
0.700000	0.978359	83.744800
0.710000	0.977560	83.090800
0.720000	0.978964	82.825600
0.730000	0.984536	82.842000
0.740000	0.983850	82.522000
0.750000	0.989812	82.703600
0.760000	0.989596	82.510800
0.770000	0.992436	82.530400
0.780000	0.993610	82.466800
0.790000	0.995445	82.501200
0.800000	0.996780	82.427200
0.810000	0.997627	82.373200
0.820000	0.998003	82.304800
0.830000	0.997139	82.155200
0.840000	0.998996	82.239200
0.850000	0.999213	82.206800
0.860000	0.999395	82.189200
0.870000	0.999142	82.098800
0.880000	0.998881	82.053200
0.890000	0.999763	82.105600
0.900000	0.999832	82.061200
0.910000	0.999889	82.052400
0.920000	0.999925	82.049200
0.930000	0.999954	82.030400
0.940000	0.999972	82.018400
0.950000	0.999986	82.014400
0.960000	0.999993	82.010000
0.970000	0.999997	82.005600
0.980000	0.999999	82.002800
0.990000	1.000000	82.000800
1.000000	1.000000	82.000000

Procs	Size	Time
2	80	494.644850
