Probability of fire spreading | Average percent burned | Number of Iterations
0.000000	0.000000	0.016000
0.010000	0.000016	0.016200
0.020000	0.000048	0.016600
0.030000	0.000064	0.016800
0.040000	0.000128	0.017600
0.050000	0.000210	0.018400
0.060000	0.000272	0.018800
0.070000	0.000272	0.019200
0.080000	0.000272	0.019200
0.090000	0.000432	0.021000
0.100000	0.000435	0.020800
0.110000	0.000321	0.020200
0.120000	0.000257	0.018600
0.130000	0.000449	0.020800
0.140000	0.000480	0.021000
0.150000	0.000515	0.021200
0.160000	0.000817	0.024000
0.170000	0.000656	0.022000
0.180000	0.000998	0.025600
0.190000	0.000720	0.023000
0.200000	0.001745	0.030400
0.210000	0.001315	0.027600
0.220000	0.001172	0.028200
0.230000	0.002114	0.033200
0.240000	0.002482	0.035600
0.250000	0.001753	0.030400
0.260000	0.003762	0.040800
0.270000	0.002708	0.036000
0.280000	0.003783	0.043200
0.290000	0.003796	0.043600
0.300000	0.003940	0.042000
0.310000	0.003346	0.038200
0.320000	0.004392	0.046200
0.330000	0.004771	0.043600
0.340000	0.006706	0.058800
0.350000	0.006494	0.056000
0.360000	0.007959	0.060000
0.370000	0.011848	0.072400
0.380000	0.008213	0.059400
0.390000	0.017600	0.095600
0.400000	0.016955	0.091200
0.410000	0.025940	0.110200
0.420000	0.035867	0.142000
0.430000	0.040869	0.158600
0.440000	0.062744	0.170200
0.450000	0.063674	0.182800
0.460000	0.107959	0.216600
0.470000	0.156289	0.307800
0.480000	0.198329	0.359000
0.490000	0.203065	0.308200
0.500000	0.354124	0.450200
0.510000	0.375496	0.423800
0.520000	0.534561	0.538200
0.530000	0.627297	0.495800
0.540000	0.617099	0.527800
0.550000	0.682366	0.500600
0.560000	0.705003	0.506400
0.570000	0.791699	0.441000
0.580000	0.801324	0.467400
0.590000	0.892969	0.461800
0.600000	0.891757	0.427000
0.610000	0.911164	0.411400
0.620000	0.871524	0.388200
0.630000	0.877473	0.372000
0.640000	0.930451	0.379200
0.650000	0.941304	0.378800
0.660000	0.965927	0.371000
0.670000	0.971481	0.364400
0.680000	0.924615	0.347200
0.690000	0.979645	0.359800
0.700000	0.932379	0.335800
0.710000	0.984618	0.351800
0.720000	0.987444	0.350000
0.730000	0.989320	0.350400
0.740000	0.990894	0.347200
0.750000	0.992253	0.346000
0.760000	0.993967	0.344600
0.770000	0.994674	0.344600
0.780000	0.995477	0.343400
0.790000	0.996061	0.340000
0.800000	0.996461	0.340400
0.810000	0.997515	0.338200
0.820000	0.998299	0.337800
0.830000	0.998077	0.340800
0.840000	0.998876	0.337000
0.850000	0.999052	0.338600
0.860000	0.999343	0.336600
0.870000	0.999296	0.336400
0.880000	0.999647	0.337000
0.890000	0.999696	0.337000
0.900000	0.999664	0.337000
0.910000	0.999888	0.336600
0.920000	0.999888	0.336400
0.930000	0.999920	0.336400
0.940000	0.999968	0.336800
0.950000	0.999984	0.336200
0.960000	0.999952	0.336000
0.970000	1.000000	0.336200
0.980000	1.000000	0.336000
0.990000	1.000000	0.336000
1.000000	1.000000	0.336000

Procs	Size	Time
128	40	1.347621
